7:
 num     #instances         #bytes  class name (module)
 923:             3            264  com.fasterxml.jackson.databind.deser.CreatorProperty
 924:            11            264  java.beans.PropertyChangeSupport (java.desktop@21.0.12)
 925:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base@21.0.12)
 926:            11            264  java.util.regex.Pattern$$Lambda/0x000000b001471fb0 (java.base@21.0.12)
 927:            11            264  java.util.regex.Pattern$Prolog (java.base@21.0.12)
 928:            11            264  net.bytebuddy.utility.dispatcher.JavaDispatcher$ProxiedInvocationHandler
 929:            11            264  org.h2.engine.Mode$ModeEnum
 930:            11            264  org.hibernate.boot.model.naming.Identifier
 931:            11            264  org.springframework.aop.framework.AdvisedSupport$MethodCacheKey
 932:            11            264  org.springframework.beans.factory.config.BeanExpressionContext
 933:            11            264  org.springframework.util.AntPathMatcher$PathSeparatorPatternCache
 934:            11            264  org.springframework.web.util.pattern.PathPatternParser
 935:            11            264  org.yaml.snakeyaml.events.Event$ID
 936:            11            264  sun.nio.ch.Util$BufferCache (java.base@21.0.12)
 937:             2            256  [Lcom.fasterxml.jackson.databind.SerializationFeature;
 938:            16            256  com.fasterxml.jackson.databind.ser.std.ToStringSerializer
 939:             8            256  java.math.RoundingMode (java.base@21.0.12)
 940:             4            256  java.security.SecureRandom (java.base@21.0.12)
 941:             8            256  java.time.format.DateTimeFormatterBuilder$TextPrinterParser (java.base@21.0.12)
 942:             8            256  org.antlr.v4.runtime.atn.ActionTransition
 943:             8            256  org.hibernate.metamodel.AttributeClassification
 944:             4            256  org.hibernate.validator.internal.metadata.aggregated.ExecutableMetaData
 945:             8            256  org.springframework.beans.propertyeditors.CustomCollectionEditor
 946:             8            256  org.springframework.cglib.proxy.MethodProxy
 947:             8            256  org.springframework.cglib.proxy.MethodProxy$CreateInfo
 948:             8            256  org.springframework.util.ConcurrentLruCache$ReadOperations
 949:             4            256  org.springframework.util.LinkedCaseInsensitiveMap$1
 950:             1            248  org.hibernate.boot.internal.SessionFactoryOptionsBuilder
 951:             1            248  org.hibernate.mapping.RootClass
 952:             5            240  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base@21.0.12)
 953:            10            240  ch.qos.logback.core.pattern.LiteralConverter
 954:            10            240  com.fasterxml.classmate.util.ClassKey
 955:            10            240  com.fasterxml.jackson.core.util.BufferRecycler
 956:            10            240  com.fasterxml.jackson.databind.cfg.CoercionInputShape
 957:            10            240  com.fasterxml.jackson.databind.introspect.AnnotatedClass$Creators
 958:            10            240  com.fasterxml.jackson.databind.introspect.AnnotationIntrospectorPair
 959:             5            240  com.fasterxml.jackson.databind.introspect.BasicBeanDescription
 960:             6            240  com.fasterxml.jackson.datatype.jsr310.ser.LocalDateTimeSerializer
 961:            10            240  io.micrometer.common.ImmutableKeyValue
 962:             6            240  java.lang.invoke.LambdaForm$BasicType (java.base@21.0.12)
 963:            10            240  java.nio.charset.CoderResult (java.base@21.0.12)
 964:            10            240  java.nio.file.StandardOpenOption (java.base@21.0.12)
 965:             5            240  java.util.regex.Pattern$GroupCurly (java.base@21.0.12)
 966:             2            240  jdk.internal.misc.InnocuousThread (java.base@21.0.12)
 967:            15            240  jdk.proxy1.$Proxy7 (jdk.proxy1)
 968:            15            240  jdk.proxy2.$Proxy28 (jdk.proxy2)
 969:             5            240  net.bytebuddy.asm.Advice$Dispatcher$Inlining$Resolved$ForMethodExit$WithoutExceptionHandler
 970:            10            240  net.bytebuddy.description.type.TypeList$Generic$ForLoadedTypes
 971:            10            240  org.hibernate.LockMode
 972:             1            240  org.hibernate.boot.internal.InFlightMetadataCollectorImpl
 973:             6            240  org.hibernate.boot.model.internal.AnnotatedColumns
 974:             6            240  org.hibernate.boot.model.process.internal.InferredBasicValueResolution
 975:             6            240  org.hibernate.dialect.function.CurrentFunction
 976:             5            240  org.hibernate.mapping.SimpleValue$ParameterTypeImpl
 977:             5            240  org.hibernate.metamodel.model.domain.internal.SingularAttributeImpl
 978:            10            240  org.springframework.boot.autoconfigure.cache.CacheType
 979:            10            240  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda/0x000000b001415658
 980:             6            240  org.springframework.boot.logging.logback.ColorConverter
 981:             6            240  org.springframework.expression.spel.SpelParserConfiguration
 982:             6            240  org.springframework.util.PlaceholderParser
 983:             2            240  org.springframework.web.servlet.resource.ResourceHttpRequestHandler
 984:            15            240  sun.invoke.util.ValueConversions$WrapperCache (java.base@21.0.12)
 985:             1            232  org.apache.catalina.core.StandardWrapper
 986:             4            224  java.io.FileCleanable (java.base@21.0.12)
 987:             7            224  java.lang.System$Logger$Level (java.base@21.0.12)
 988:             7            224  java.lang.invoke.MethodHandles$Lookup (java.base@21.0.12)
 989:             7            224  java.net.InetAddress$InetAddressHolder (java.base@21.0.12)
 990:            14            224  jdk.proxy1.$Proxy32 (jdk.proxy1)
 991:             7            224  jdk.xml.internal.JdkProperty$State (java.xml@21.0.12)
 992:             4            224  jdk.xml.internal.JdkXmlFeatures$XmlFeature (java.xml@21.0.12)
 993:             7            224  net.bytebuddy.implementation.bytecode.constant.IntegerConstant
 994:             4            224  org.apache.tomcat.util.descriptor.web.FilterDef
 995:             7            224  org.apache.tomcat.util.http.parser.HttpParser$DomainParseState
 996:             7            224  org.h2.mvstore.db.MVTable$TraceLockEvent
 997:             7            224  org.hibernate.boot.model.internal.BasicValueBinder$Kind
 998:             7            224  org.hibernate.jpa.event.spi.CallbackType
 999:             1            224  org.hibernate.stat.internal.StatisticsImpl
1000:             7            224  org.hibernate.type.descriptor.java.spi.CollectionJavaType
1001:             7            224  org.hibernate.validator.internal.metadata.location.ConstraintLocation$ConstraintLocationKind
1002:             7            224  org.springframework.beans.factory.config.RuntimeBeanReference
1003:             7            224  org.springframework.boot.logging.LogLevel
1004:             7            224  org.springframework.transaction.annotation.Propagation
1005:             7            224  org.springframework.web.servlet.handler.AbstractHandlerMethodMapping$MappingRegistration
1006:            14            224  org.springframework.web.servlet.mvc.condition.RequestMethodsRequestCondition
1007:            10            216  [Ljava.lang.reflect.Constructor; (java.base@21.0.12)
1008:             1            216  [Lorg.apache.coyote.ActionCode;
1009:             9            216  com.fasterxml.classmate.members.RawMethod
1010:             9            216  java.lang.ClassValue$Version (java.base@21.0.12)
1011:             9            216  java.lang.ProcessEnvironment$Value (java.base@21.0.12)
1012:             9            216  java.lang.ProcessEnvironment$Variable (java.base@21.0.12)
1013:             9            216  java.lang.reflect.AccessFlag$Location (java.base@21.0.12)
1014:             9            216  java.nio.file.attribute.PosixFilePermission (java.base@21.0.12)
1015:             9            216  java.time.format.DateTimeFormatterBuilder$LocalizedPrinterParser (java.base@21.0.12)
1016:             9            216  java.util.Date (java.base@21.0.12)
1017:             9            216  jdk.jfr.internal.SecuritySupport$SafePath (jdk.jfr@21.0.12)
1018:             9            216  org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState
1019:             1            216  org.apache.tomcat.util.net.NioEndpoint
1020:             9            216  org.hibernate.engine.internal.CascadePoint
1021:             9            216  org.hibernate.jpa.internal.util.PersistenceUtilHelper$FieldAttributeAccess
1022:             9            216  org.hibernate.resource.transaction.spi.TransactionStatus
1023:             9            216  org.springframework.boot.origin.OriginTrackedValue
1024:             9            216  org.springframework.boot.origin.OriginTrackedValue$OriginTrackedCharSequence
1025:             9            216  org.springframework.core.ResolvableType$SyntheticParameterizedType
1026:             9            216  org.springframework.core.ResolvableType$TypeVariablesVariableResolver
1027:             9            216  org.springframework.core.convert.support.GenericConversionService$Converters
1028:             9            216  org.springframework.web.util.UrlPathHelper
1029:             3            216  sun.security.provider.NativePRNG$RandomIO (java.base@21.0.12)
1030:             2            208  [Lcom.fasterxml.jackson.core.JsonParser$Feature;
1031:            13            208  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base@21.0.12)
1032:             2            208  java.util.jar.JarFile$JarFileEntry (java.base@21.0.12)
1033:             2            208  org.h2.mvstore.db.MVPrimaryIndex
1034:             2            200  [Ljava.text.DateFormat$Field; (java.base@21.0.12)
1035:             1            200  [Lorg.h2.expression.aggregate.AggregateType;
1036:             5            200  com.fasterxml.jackson.core.JsonEncoding
1037:             5            200  com.fasterxml.jackson.core.Version
